komentar,kantor,letak,rating,sentimen,komentar_clean
salah satu cab bank bri. pelayananya sangat baik mulai dari satpamnya yang sangat membantu. sayangnya lahan parkir sempit. jika ada kendala dari nasabah atau sekedar ingin menabung silahkan datang ke salah satu cabangnya ini.,Maybank KCP Latimojong,Kota Makassar,4,positif,salah cab bank bri. pelayananya satpamnya membantu. sayangnya lahan parkir sempit. kendala nasabah sekedar menabung silahkan salah cabangnya ini.
pelayanan ramah dan sopan,Maybank KCP Veteran Selatan MKSR,Kota Makassar,5,positif,pelayanan ramah sopan
mantap,Maybank KCP Veteran Selatan MKSR,Kota Makassar,5,positif,mantap
"customer service anisa ramah, asik, supel",Maybank KC Semarang,Kota Semarang,5,positif,"customer service anisa ramah, asik, supel"
"customer dengan customer service khorida sangat membantu,dan baik , cepat dalam pelayanan",Maybank KC Semarang,Kota Semarang,5,positif,"customer customer service khorida membantu,dan , cepat pelayanan"
ganti kartu atm dengan customer service sangat membantu dengan pelayanan dengan baik,Maybank KC Semarang,Kota Semarang,5,positif,ganti kartu atm customer service membantu pelayanan
pelayananya bagus,Maybank KC Semarang,Kota Semarang,5,positif,pelayananya bagus
di bantu oleh customer service khorida cukup membantu dengan baik,Maybank KC Semarang,Kota Semarang,5,positif,bantu customer service khorida membantu
transaksi dengan customer service mbak khorida sangat membantu dan memuaskan.terima kasih banyak,Maybank KC Semarang,Kota Semarang,5,positif,transaksi customer service mbak khorida membantu memuaskan.terima kasih
pelayanan cepat memuaskan. godjob,Maybank KC Semarang,Kota Semarang,5,positif,pelayanan cepat memuaskan. godjob
pelayananya memuaskan dan ramah,Maybank KC Semarang,Kota Semarang,5,positif,pelayananya memuaskan ramah
csnya sangat membantu dan ramah,Maybank KC Semarang,Kota Semarang,5,positif,csnya membantu ramah
"sangat puas, ramah dan jelas serta sabar",Maybank KC Semarang,Kota Semarang,5,positif,"puas, ramah sabar"
pelayanan sangat memuaskan,Maybank KC Semarang,Kota Semarang,5,positif,pelayanan memuaskan
csnya ramah & sabar terima kasih buat bantuanya.,Maybank KC Semarang,Kota Semarang,5,positif,csnya ramah & sabar terima kasih bantuanya.
"saya sangat terbantu untuk melalukan pengkinian data di maybank kc semarang bersama customer service khorida, terima kasih",Maybank KC Semarang,Kota Semarang,5,positif,"terbantu melalukan pengkinian data maybank kc semarang customer service khorida, terima kasih"
"sudah pakai bank ini dari , sampai sat ini belum pernah merasa kecewa dengan pelayananya. di kantor cabang pemuda csnya sangat membantu, bahkan teman juga ada yang pernah dibantu sedemikian rupa hinga memberikan pandangan yang baik sekali untuk teman-teman lain dalam melakukan penilaian terhadap seseorang. pelayanan ramah, cepat, dan ful senyum. semua pertanyan dibantu dijawab dengan baik juga.",Maybank KC Semarang,Kota Semarang,5,positif,"pakai bank , sat kecewa pelayananya. kantor cabang pemuda csnya membantu, teman dibantu rupa hinga pandangan teman-teman penilaian seseorang. pelayanan ramah, cepat, ful senyum. pertanyan dibantu juga."
transaksi di may bank kc pemuda semarang cukup membantu dan baik untuk customer service mbak khorida dan scuritynya terima kasih,Maybank KC Semarang,Kota Semarang,5,positif,transaksi may bank kc pemuda semarang membantu customer service mbak khorida scuritynya terima kasih
terima kasih,Maybank KC Semarang,Kota Semarang,5,positif,terima kasih
customer service khorida sangat ramah dan membantu sekali,Maybank KC Semarang,Kota Semarang,5,positif,customer service khorida ramah membantu
customer service khorida ramah membantu proses transaksi makasih,Maybank KC Semarang,Kota Semarang,5,positif,customer service khorida ramah membantu proses transaksi makasih
pelayanan sangat memuaskan sesuai harapan customer,Maybank KC Semarang,Kota Semarang,5,positif,pelayanan memuaskan sesuai harapan customer
trima kasih ibu hesty customer service maybank yang dengan sabar sdh membantu pelayanan pengantian kartu atm saya yang kadaluwarso. trimakasih n sukses ibu hesty,Maybank KC Semarang,Kota Semarang,5,positif,trima kasih hesty customer service maybank sabar sdh membantu pelayanan pengantian kartu atm kadaluwarso. trimakasih n sukses hesty
"customer service khorida cukup membantu dalam pembuatan rekening, ramah",Maybank KC Semarang,Kota Semarang,5,positif,"customer service khorida membantu pembuatan rekening, ramah"
tims mba sari customer service sdh bantu proses pengantian kartu atm yang expired.,Maybank KC Semarang,Kota Semarang,5,positif,tims mba sari customer service sdh bantu proses pengantian kartu atm expired.
customer service sudah cukup membantu atas nama mb khorida,Maybank KC Semarang,Kota Semarang,5,positif,customer service membantu nama mb khorida
pelayanan customer service mb khorida memuaskan,Maybank KC Semarang,Kota Semarang,5,positif,pelayanan customer service mb khorida memuaskan
"untuk pelayanan di may bank pemuda atas nama ibu hesti sangat memuaskan,ramah,sabar dan baik.",Maybank KC Semarang,Kota Semarang,5,positif,"pelayanan may bank pemuda nama hesti memuaskan,ramah,sabar baik."
pelayanan customer service - khorida sangat bagus,Maybank KC Semarang,Kota Semarang,5,positif,pelayanan customer service - khorida bagus
pelayanan costumer servis yang bernama mbak sari sangat membantu dalam proses pengantian kartu atm yang sudah berakhir masa aktif. terima kasih mbak sari,Maybank KC Semarang,Kota Semarang,5,positif,pelayanan costumer servis bernama mbak sari membantu proses pengantian kartu atm aktif. terima kasih mbak sari
cukup membantu,Maybank KC Semarang,Kota Semarang,5,positif,membantu
okhay. pelayanan dg khorida.,Maybank KC Semarang,Kota Semarang,5,positif,okhay. pelayanan dg khorida.
luar biasa.,Maybank KC Semarang,Kota Semarang,5,positif,biasa.
pelayanan yang sangat ramah dan memuaskan dari mbak khorida. terima kasih.,Maybank KC Semarang,Kota Semarang,5,positif,pelayanan ramah memuaskan mbak khorida. terima kasih.
"customer service ramah, sangat membantu kebutuhan/ keperluan nasabah, sabar, terima kasih",Maybank KC Semarang,Kota Semarang,5,positif,"customer service ramah, membantu kebutuhan/ keperluan nasabah, sabar, terima kasih"
sangat memuaskan pelayanan di maybank cabang pemuda dengan customer service mbak hesty . sangat ramah dan murah senyum. .,Maybank KC Semarang,Kota Semarang,5,positif,memuaskan pelayanan maybank cabang pemuda customer service mbak hesty . ramah murah senyum. .
teler dan customer service baik orangnya ramah cepat pelayanya bersih nyaman,Maybank KC Semarang,Kota Semarang,5,positif,teler customer service orangnya ramah cepat pelayanya bersih nyaman
trimakasih sdh di bantu sama ibu sari bagian customer service,Maybank KC Semarang,Kota Semarang,5,positif,trimakasih sdh bantu sari customer service
menyenangkan dan csnya ramah,Maybank KC Semarang,Kota Semarang,5,positif,menyenangkan csnya ramah
pelayanan ok. mbanya ramah suaranya halus banget. bintang,Maybank KC Semarang,Kota Semarang,5,positif,pelayanan ok. mbanya ramah suaranya halus banget. bintang
nice bank. customer service hesty ramah dan sangat membantu. kondisi kantor nyaman dan bersih sekali. tuhan berkati.,Maybank KC Semarang,Kota Semarang,5,positif,nice bank. customer service hesty ramah membantu. kondisi kantor nyaman bersih sekali. tuhan berkati.
"pelayanan karyawanya luar biasa, sopan, telaten, dan menghormati orang tua makasih ibu sari , bantuanya., semoga makin sukses ibu beserta may bank",Maybank KC Semarang,Kota Semarang,5,positif,"pelayanan karyawanya biasa, sopan, telaten, menghormati orang tua makasih sari , bantuanya., semoga sukses beserta may bank"
mb rida cantik . kalau kesin bawa jajan ya,Maybank KC Semarang,Kota Semarang,5,positif,mb rida cantik . kesin bawa jajan ya
"pelayanan ramah dari pembuatan kartu, setoran, senang buka rekening di maybank",Maybank KC Semarang,Kota Semarang,5,positif,"pelayanan ramah pembuatan kartu, setoran, senang buka rekening maybank"
pelayananya sangst mamuaskan.,Maybank KC Semarang,Kota Semarang,5,positif,pelayananya sangst mamuaskan.
terima kasih telah memberi pelayanan terbaik,Maybank KC Semarang,Kota Semarang,5,positif,terima kasih pelayanan terbaik
pelayanan ramah. dan tangap.,Maybank KC Semarang,Kota Semarang,5,positif,pelayanan ramah. tangap.
"customer service ramah.satpamnya ramah, pelayananya cepat.",Maybank KC Semarang,Kota Semarang,5,positif,"customer service ramah.satpamnya ramah, pelayananya cepat."
"pengalaman menarik dan seru,jaman digitalisasi.lebih cepat lebih baik.",Maybank KC Semarang,Kota Semarang,5,positif,"pengalaman menarik seru,jaman digitalisasi.lebih cepat baik."
transaksi di customer service dan teler menyenangkan.mbaknys ramah,Maybank KC Semarang,Kota Semarang,5,positif,transaksi customer service teler menyenangkan.mbaknys ramah
teler ramah pelayanan cepat dan memuaskan,Maybank KC Semarang,Kota Semarang,5,positif,teler ramah pelayanan cepat memuaskan
terbaik,Maybank KC Semarang,Kota Semarang,5,positif,terbaik
pelayananya sang at baik- ramah dan cepat,Maybank KC Semarang,Kota Semarang,5,positif,pelayananya sang baik- ramah cepat
"customer service sari cantik n punya potensi lebih untuk masuk ke divisi bisnis, pandai melakukan aproach ke nasabah",Maybank KC Semarang,Kota Semarang,5,positif,"customer service sari cantik n potensi masuk divisi bisnis, pandai aproach nasabah"
pelayanan customer service yang bernama ibu sari sangat ramah dan helpful.trimakasih maybank pemuda semarang,Maybank KC Semarang,Kota Semarang,5,positif,pelayanan customer service bernama sari ramah helpful.trimakasih maybank pemuda semarang
pelayananya sangat bagus dan membantu,Maybank KC Semarang,Kota Semarang,5,positif,pelayananya bagus membantu
"pelayanan ramah, ac adem, cocok dah",Maybank KC Semarang,Kota Semarang,5,positif,"pelayanan ramah, ac adem, cocok dah"
baik customer service sari semangat trs dn rajin,Maybank KC Semarang,Kota Semarang,5,positif,customer service sari semangat trs dn rajin
"utk csnya ramah, gesit dan servisnya bagus",Maybank KC Semarang,Kota Semarang,5,positif,"utk csnya ramah, gesit servisnya bagus"
sangat membantu trx customer service,Maybank KC Semarang,Kota Semarang,5,positif,membantu trx customer service
pelayananya ramah dan cepat.dan memuaskan,Maybank KC Semarang,Kota Semarang,5,positif,pelayananya ramah cepat.dan memuaskan
sepi tp lama servicenya,Maybank KC Semarang,Kota Semarang,4,positif,sepi tp servicenya
terletak di jl.pemuda semarang dekat dengan area dp mal semarang area parkir cukup luas tempat sangat exlusive satpam ramah ramah,Maybank KC Semarang,Kota Semarang,5,positif,terletak jl.pemuda semarang area dp mal semarang area parkir luas exlusive satpam ramah ramah
"pelayanan ramah dan cepat, prokes sip. r.tungu nyaman",Maybank KC Semarang,Kota Semarang,5,positif,"pelayanan ramah cepat, prokes sip. r.tungu nyaman"
kak untuk hari ini apakah bank buka,Maybank KC Semarang,Kota Semarang,5,positif,kak bank buka
depan gedung dijadikan shelter ojol.,Maybank KC Semarang,Kota Semarang,5,positif,gedung dijadikan shelter ojol.
"tempat bersih, layanan the best, customer service mbak fitri ramah, gercep. terima kasih mbak",Bank Maybank KCP Sultan Agung,Kota Semarang,5,positif,"bersih, layanan best, customer service mbak fitri ramah, gercep. terima kasih mbak"
customer service fitri pelayananya sangat baik. beberapa kali kesini masalah terselesaikan dg baik.,Bank Maybank KCP Sultan Agung,Kota Semarang,5,positif,customer service fitri pelayananya baik. kali kesini terselesaikan dg baik.
terima kasih atas pelayan mbak fitri yang luar biasa sabar melayani kami. atitude dan sikap yang baik dan profesional pada customer . sukses dalam karir. bravo maybank,Bank Maybank KCP Sultan Agung,Kota Semarang,5,positif,terima kasih pelayan mbak fitri sabar melayani kami. atitude sikap profesional customer . sukses karir. bravo maybank
"pelayananya baik, ramah dan sabar.terimakasih mb. fitri melayani customer dengan baik ,sabar dan sepenuh hati.",Bank Maybank KCP Sultan Agung,Kota Semarang,5,positif,"pelayananya baik, ramah sabar.terimakasih mb. fitri melayani customer ,sabar sepenuh hati."
pelayanan sangat baik,Bank Maybank KCP Sultan Agung,Kota Semarang,5,positif,pelayanan
pelayanan cukup ramah,Bank Maybank KCP Sultan Agung,Kota Semarang,4,positif,pelayanan ramah
meski kecil tapi nyaman,Maybank KCP Gang Besen,Kota Semarang,5,positif,nyaman
"kesini per agustus dari security sampai staf melayani dengan ramah pelayanan juga cepat, bagus pokoknya",Maybank BSB City,Kota Semarang,5,positif,"kesini agustus security staf melayani ramah pelayanan cepat, bagus pokoknya"
okesatset,Maybank BSB City,Kota Semarang,5,positif,okesatset
"asalamu'alaikum wr. wb . maf saya tuna rungu, pengen kerja khan maybank? gimana? makasih",Maybank KCS SEMARANG,Kota Semarang,5,positif,"asalamu'alaikum wr. wb . maf tuna rungu, pengen kerja khan maybank? gimana? makasih"
maybank kc syariah semarang,Maybank KCS SEMARANG,Kota Semarang,5,positif,maybank kc syariah semarang
pelayanan oke,Maybank KCS SEMARANG,Kota Semarang,5,positif,pelayanan oke
"walaupun cabang kecil, csnya cuma tapi pelayanan disini ramah.sigap dan sangat membantu. terima kasih byk team maybank syariah semarang.cuma si kurangnya, acnya kurang dingin.",Maybank KCS SEMARANG,Kota Semarang,5,positif,"cabang kecil, csnya pelayanan ramah.sigap membantu. terima kasih byk team maybank syariah semarang.cuma si kurangnya, acnya dingin."
"good service, good bank","Maybank KC, KCS & Premier Kajaolalido",Kota Makassar,5,positif,"good service, good bank"
"pt. bank maybank indonesia, tbk (d/h pt. bank international indonesia, tbk","Maybank KC, KCS & Premier Kajaolalido",Kota Makassar,5,positif,"pt. bank maybank indonesia, tbk (d/h pt. bank international indonesia, tbk"
apakah ada no yang bisa hubungi csnya,"Maybank KC, KCS & Premier Kajaolalido",Kota Makassar,4,positif,hubungi csnya
"sudah lama menjadi nasabah, sejak bi","Maybank KC, KCS & Premier Kajaolalido",Kota Makassar,4,positif,"nasabah, bi"
pelayanan bagus,"Maybank KC, KCS & Premier Kajaolalido",Kota Makassar,4,positif,pelayanan bagus
mantap,Maybank KCP Solo Baru,Kabupaten Sukoharjo,5,positif,mantap
mudah daftar haji dan layanan prima,PT Bank Maybank Indonesia Tbk,Kota Banda Aceh,5,positif,mudah daftar haji layanan prima
"pelayanan cepat dan ramah,security baik.",Maybank KC & KCS Jambi,Kota Jambi,5,positif,"pelayanan cepat ramah,security baik."
mantap,Maybank (Bank Internasional Indonesia (BII)) KCP Sipin,Kota Jambi,5,positif,mantap
bank besar yang rame,Maybank KCP Talang Banjar,Kota Jambi,5,positif,bank rame
pelayanan yang luar biasa. orangnya ramah.,Maybank KC Palu,Kota Palu,5,positif,pelayanan biasa. orangnya ramah.
pelayanan csnya ramah sekali dan sangat sabar terima kasih,Maybank KC & KCS Banjarmasin,Kota Banjarmasin,5,positif,pelayanan csnya ramah sabar terima kasih
pelayananya bagus dan orangnya ramah,Maybank KC & KCS Banjarmasin,Kota Banjarmasin,5,positif,pelayananya bagus orangnya ramah
pelayanan sangat ramah dan cepat,Maybank KC & KCS Banjarmasin,Kota Banjarmasin,5,positif,pelayanan ramah cepat
tempatnya nyaman .pelayanan ramah .,Maybank KC & KCS Banjarmasin,Kota Banjarmasin,4,positif,tempatnya nyaman .pelayanan ramah .
perbankan yang cerah,Maybank KC & KCS Banjarmasin,Kota Banjarmasin,5,positif,perbankan cerah
"lokasi sudah di ubah, ini lokasi maybank yang benar",Maybank KC Bengkulu,Kota Bengkulu,5,positif,"lokasi ubah, lokasi maybank"
pelayananya ramah,Maybank,Kota Samarinda,5,positif,pelayananya ramah
mantap pelayanan cepat,Maybank,Kota Samarinda,5,positif,mantap pelayanan cepat
mantab csny,Maybank KCP Pahlawan,Kota Samarinda,5,positif,mantab csny
langsung dibantu oleh pelayanan dengan sangat ramah,Maybank KCP Pahlawan,Kota Samarinda,5,positif,langsung dibantu pelayanan ramah
service keren puol,Maybank,Kabupaten Jember,5,positif,service keren puol
biaya admin ringan. apakah ada no wa pihak mybank jember yang bisa di hubungi.?,Maybank,Kabupaten Jember,5,positif,biaya admin ringan. wa mybank jember hubungi.?
"customer service sangat ramah dalam menyelesaikan masalah pada rekening saya. tempat nyaman, parkir luas, pelayanan bagus",Maybank,Kabupaten Jember,5,positif,"customer service ramah menyelesaikan rekening saya. nyaman, parkir luas, pelayanan bagus"
pelayanan dan programnya bagus mudah di mengerti serta dipahami oleh masyarakat umum,Maybank,Kabupaten Jember,5,positif,pelayanan programnya bagus mudah mengerti dipahami masyarakat
layanan sangat baik. terima kasih kepada mbak rina (customer service) yang membantu menyelesaikan masalah saya sampai clear dan rela pulang telat demi saya,Maybank,Kabupaten Badung,5,positif,layanan baik. terima kasih mbak rina (customer service) membantu menyelesaikan clear rela pulang telat
"setiap penarikan di atm tetap berlangsung aman dan ada satpam jam,dan maybank sunset road inilah yang pindahan dari pertokoan eks tragia nusa dua",Maybank,Kabupaten Badung,5,positif,"penarikan atm aman satpam jam,dan maybank sunset road pindahan pertokoan eks tragia nusa"
"teler dan security guard sangat ramah, pelayanan cepat dan sangat membantu.",Maybank,Kabupaten Badung,5,positif,"teler security guard ramah, pelayanan cepat membantu."
good customer service /,Maybank,Kabupaten Badung,5,positif,good customer service /
"отличный банк. сделал карту, все прошло быстро. персонал очень добрый и вежливый",Maybank,Kabupaten Badung,5,positif,"отличный банк. сделал карту, все прошло быстро. персонал очень добрый и вежливый"
"there are atms here, one for cash withdrawal only, and the other for cash aceptance. and the bank branch is very good",Maybank KCP Kerobokan,Kabupaten Badung,5,positif,"atms here, one cash withdrawal only, cash aceptance. bank branch good"
мне очень помогла девушка с говорящим именем krisna. теперь я знаю кому молиться в mybank,Maybank KCP Kerobokan,Kabupaten Badung,5,positif,мне очень помогла девушка с говорящим именем krisna. теперь я знаю кому молиться в mybank
the staf was friendly,Maybank KCP Kerobokan,Kabupaten Badung,5,positif,staf friendly
"самый быстрый и лучший сервис. я потеряла свою карту, еще и не помнила пароль от приложения и уже истекло время пользования моим телефоном, к которому была привязана карта. думала, что не востановят. но по паспорту перевыпустили в этот же день, буквально за полчаса",Maybank KCP Kerobokan,Kabupaten Badung,5,positif,"самый быстрый и лучший сервис. я потеряла свою карту, еще и не помнила пароль от приложения и уже истекло время пользования моим телефоном, к которому была привязана карта. думала, что не востановят. но по паспорту перевыпустили в этот же день, буквально за полчаса"
good services and products,Maybank KCP Kerobokan,Kabupaten Badung,5,positif,good services products
"al those bad reviews and they got my two cards back with a smile! aside being one of the only banks that do not ask for a fe when withdrawing money, the people working there are absolute swethearts and wil hapily help you. i had stupidly forgoten both of my cards in two of their atms and they did everything posible to bring them back to me, although it tok a long time! if you ned to forget your card in an atm, forget it in theirs. n.b. the proces of receiving your card back takes betwen weks and a month",Maybank KCP Kerobokan,Kabupaten Badung,5,positif,"al bad reviews got two cards back smile! aside one banks ask fe withdrawing money, people working absolute swethearts wil hapily help you. stupidly forgoten cards two atms everything posible bring back me, although tok long time! ned forget card atm, forget theirs. n.b. proces receiving card back takes betwen weks month"
"jumat, oktober - siang hari pelayanan baik, sabar dan ramah, penjelasan yang diberikan sangat detail. terima kasih bu lia. layak dapat bintang security & teler & cso lainya juga ramah dan cepat tangap",Maybank KCP Kerobokan,Kabupaten Badung,5,positif,"jumat, oktober - siang pelayanan baik, sabar ramah, penjelasan detail. terima kasih bu lia. layak bintang security & teler & cso lainya ramah cepat tangap"
"a coustomer since awesome service fast efective frindly, ayu and ayu s thank you agsin for helping me sort everything out so quickly.",Maybank KCP Kerobokan,Kabupaten Badung,5,positif,"coustomer since awesome service fast efective frindly, ayu ayu thank agsin helping sort everything quickly."
"excelent service from both customer service staf lia and ayu. very pleasant, courteous and patient ladies in giving thorough explanations when neded.",Maybank KCP Kerobokan,Kabupaten Badung,5,positif,"excelent service customer service staf lia ayu. pleasant, courteous patient ladies giving thorough explanations neded."
ok,Maybank KCP Kerobokan,Kabupaten Badung,5,positif,ok
i had lost my creditcard in one of their atm's in cangu. i caled the oficial maybank headquarters who told me that my card wil be destroyed and canot be given back to me. i then went to this branch in kerobokan and explained everything. the staf was realy helpful and did everything they could to bring back my card. i didn't have high hopes but after one wek they told me that my card can be picked up at the branch. i canot state this enough but these guys realy are friendly and suportive if you show them respect. terima kasi!,Maybank KCP Kerobokan,Kabupaten Badung,5,positif,lost creditcard one atm's cangu. caled oficial maybank headquarters told card wil destroyed canot given back me. went branch kerobokan explained everything. staf realy helpful everything could bring back card. high hopes one wek told card picked branch. canot state enough guys realy friendly suportive show respect. terima kasi!
"there was no queue) the staf is friendly, thank you!",Maybank,Kabupaten Badung,5,positif,"queue) staf friendly, thank you!"
i am satisfied with atendance of this bank - it was fast and profesional. i want to thank ms rina for her excelent work and great atitude.,Maybank,Kabupaten Badung,5,positif,satisfied atendance bank - fast profesional. want thank ms rina excelent work great atitude.
slow procesing but the bank teler and the security guard were both friendly and profesional,Maybank,Kabupaten Badung,4,positif,slow procesing bank teler security guard friendly profesional
"stafnya ramah banget pelayanan okay sabar,pokoknya tidak nyesel kesini special to mba widi thanks so much for your help",Maybank,Kabupaten Badung,5,positif,"stafnya ramah banget pelayanan okay sabar,pokoknya nyesel kesini special mba widi thanks much help"
"almost years as a maybank customer have never ben disapointed, the staf are al very helpful.",Maybank,Kabupaten Badung,5,positif,"almost years maybank customer never ben disapointed, staf al helpful."
"pelayanan bagus, csnya ramah dan pengamanan juga lembut ngomongnya.terima kasih orang baik",Maybank,Kota Padang,5,positif,"pelayanan bagus, csnya ramah pengamanan lembut ngomongnya.terima kasih orang"
memuaskan,Maybank,Kota Padang,5,positif,memuaskan
nyaman pelayanan bagus,Maybank,Kota Padang,5,positif,nyaman pelayanan bagus
baru pertama kesini,Maybank,Kota Padang,5,positif,kesini
kok bisa ada potonganya bg.,Maybank KCP Pondok/ Plaza Minang,Kota Padang,4,positif,potonganya bg.
"semua petugasnya ramah, pelayananya juga cepet. nasabah diperhatin banget. dan yang penting kantornya adem meskipun bukan kc yang besar","Bank Maybank Indonesia,Tbk Cabang Kediri",Kota Kediri,5,positif,"petugasnya ramah, pelayananya cepet. nasabah diperhatin banget. kantornya adem kc"
"pelayanan bagus, cepat, kantornya bersih wangi","Bank Maybank Indonesia,Tbk Cabang Kediri",Kota Kediri,5,positif,"pelayanan bagus, cepat, kantornya bersih wangi"
pelayanan ramah dan cepat,"Bank Maybank Indonesia,Tbk Cabang Kediri",Kota Kediri,5,positif,pelayanan ramah cepat
kantornya bersih,"Bank Maybank Indonesia,Tbk Cabang Kediri",Kota Kediri,5,positif,kantornya bersih
"pelayanan ramah, teler dan csonya supel, humoris dan bisa di ajakin curhat. bahkan sampai ke securitynya sangat ramah dan baik.","Bank Maybank Indonesia,Tbk Cabang Kediri",Kota Kediri,5,positif,"pelayanan ramah, teler csonya supel, humoris ajakin curhat. securitynya ramah baik."
pelayananya memuaskan sudah di bantu sm csnya,"Bank Maybank Indonesia,Tbk Cabang Kediri",Kota Kediri,5,positif,pelayananya memuaskan bantu sm csnya
pelayanan terbaik,"Bank Maybank Indonesia,Tbk Cabang Kediri",Kota Kediri,5,positif,pelayanan terbaik
"mbak csnya super baik dan ramah, sangat membantu pembukan rekeningku","Bank Maybank Indonesia,Tbk Cabang Kediri",Kota Kediri,5,positif,"mbak csnya super ramah, membantu pembukan rekeningku"
pelayanan customer service ramah dan ngasih solusi,"Bank Maybank Indonesia,Tbk Cabang Kediri",Kota Kediri,5,positif,pelayanan customer service ramah ngasih solusi
pelayananya ramah dan cepat,"Bank Maybank Indonesia,Tbk Cabang Kediri",Kota Kediri,5,positif,pelayananya ramah cepat
cepet banget layananya,"Bank Maybank Indonesia,Tbk Cabang Kediri",Kota Kediri,5,positif,cepet banget layananya
"pelayan sangat memuaskan , csnya sangat ramah","Bank Maybank Indonesia,Tbk Cabang Kediri",Kota Kediri,5,positif,"pelayan memuaskan , csnya ramah"
"pelayanan ramah, pembukan rekening cepat dan di teler juga cepat.terimakasih maybank","Bank Maybank Indonesia,Tbk Cabang Kediri",Kota Kediri,5,positif,"pelayanan ramah, pembukan rekening cepat teler cepat.terimakasih maybank"
pelayanan sangat ramah dan menyenangkan.,"Bank Maybank Indonesia,Tbk Cabang Kediri",Kota Kediri,5,positif,pelayanan ramah menyenangkan.
pelayanamnya enak dan memuaskan,"Bank Maybank Indonesia,Tbk Cabang Kediri",Kota Kediri,5,positif,pelayanamnya enak memuaskan
"pelayanan oke semua.sangat solutif,terimakasih mbak csnya ramah dan sangat membantu","Bank Maybank Indonesia,Tbk Cabang Kediri",Kota Kediri,5,positif,"pelayanan oke semua.sangat solutif,terimakasih mbak csnya ramah membantu"
"pelayanan ramah, apalagi di customer service sangat membantu","Bank Maybank Indonesia,Tbk Cabang Kediri",Kota Kediri,5,positif,"pelayanan ramah, customer service membantu"
"selama thn saya jadi nasabah, alhamdulilah pelayananya baik. pagi jam sdh bisa stor tunai. servisnya memang agak lama tp gp. daripada servis cepat tp antrinya lama","Bank Maybank Indonesia,Tbk Cabang Kediri",Kota Kediri,5,positif,"thn nasabah, alhamdulilah pelayananya baik. pagi jam sdh stor tunai. servisnya tp gp. servis cepat tp antrinya"
buka sampae jam berapa,"Bank Maybank Indonesia,Tbk Cabang Kediri",Kota Kediri,5,positif,buka sampae jam
"nyaman , pelayanan cepat","Bank Maybank Indonesia,Tbk Cabang Kediri",Kota Kediri,5,positif,"nyaman , pelayanan cepat"
good,Maybank KC Tegal,Kota Tegal,5,positif,good
pt bank internasional indonesia tbk (bi) yang didirikan pada mei kini telah mengubah namanya menjadi pt bank maybank indonesia tbk. maybank merupakan perusahan perbankan swasta di indonesia yang termasuk dalam grup malayan banking berhad (maybank). saran aja mesin atm ditambahin unit lagi biar gak banyak yang antri,Maybank KC Tegal,Kota Tegal,4,positif,pt bank internasional indonesia tbk (bi) didirikan mei mengubah namanya pt bank maybank indonesia tbk. maybank perusahan perbankan swasta indonesia grup malayan banking berhad (maybank). saran aja mesin atm ditambahin unit biar gak antri
"customer service dan telernya cantik dan pelayananya ramah sekali, saya suka suka",Maybank KC Tegal,Kota Tegal,5,positif,"customer service telernya cantik pelayananya ramah sekali, suka suka"
love,Maybank KC Tegal,Kota Tegal,5,positif,love
mantabz. service excelent,Maybank KC Tegal,Kota Tegal,5,positif,mantabz. service excelent
pelayananya bagus,Maybank KC Tegal,Kota Tegal,5,positif,pelayananya bagus
cihuy,Maybank KC Tegal,Kota Tegal,5,positif,cihuy
permisi mau tanya aku mau ngurus atmku yang hilang tpi gak ada ktp asli.ktp juga hilang cuma ada nomer rekening sama surat kehilangan apakah bisa.?,Maybank KC Tegal,Kota Tegal,4,positif,permisi ngurus atmku hilang tpi gak ktp asli.ktp hilang nomer rekening surat kehilangan bisa.?
"pelayanan cepat dan ramah,security baik.",MayBank KC Jambi,Kota Jambi,5,positif,"pelayanan cepat ramah,security baik."
lumayan lah.,Maybank KC Muara Bungo,Kota Denpasar,5,positif,lumayan lah.
bank besar yang rame,Maybank,Kota Jambi,5,positif,bank rame
setor dana enak tidak tulis lg. cuma kadang urusan ya lama di antri,Maybank,Kota Jambi,4,positif,setor dana enak tulis lg. kadang urusan ya antri
bisa tarik tunai tanpa kartu atm mesin atm dengan pecahan uang rb,Maybank KC & KCS Palembang,Kota Palembang,5,positif,tarik tunai kartu atm mesin atm pecahan uang rb
"maybank syariah, gunawan yudie, se, spjk",Maybank KC & KCS Palembang,Kota Palembang,5,positif,"maybank syariah, gunawan yudie, se, spjk"
"jaman now.cuman maybank .atmnya bisa tarik pecahan rp. .,-.pas untuk semua",Maybank KC & KCS Palembang,Kota Palembang,5,positif,"jaman now.cuman maybank .atmnya tarik pecahan rp. .,-.pas"
ada mesin ndts di banking halnya.,Maybank KC & KCS Palembang,Kota Palembang,5,positif,mesin ndts banking halnya.
"saya ambil kredit melalui maybank, dokumen persyaratanya mudah sekali tidak berbelit belit. saya kenal bank ini sejak saya di malaysia dulu tahun . sukses selalu maybank.",Maybank KC & KCS Palembang,Kota Palembang,4,positif,"ambil kredit maybank, dokumen persyaratanya mudah berbelit belit. kenal bank malaysia . sukses maybank."
bank dengan pelayanan terbaik,Maybank KC & KCS Palembang,Kota Palembang,5,positif,bank pelayanan terbaik
